FID,id,tunnus,kadunnimi,puistonnimi,paatyyppi,suomenknimi,suku,laji,kokoluokka,istutusvuosi,datanomistaja,paivitetty_tietopalveluun,geom
Puurekisteri_piste.8284,8284,P-44017-63,,KATRI VALAN PUISTO,Puisto,VUORIJALAVA,Ulmus,glabra,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.965031872734997 60.18631811532768)
Puurekisteri_piste.8285,8285,P-44017-64,,KATRI VALAN PUISTO,Puisto,VUORIJALAVA,Ulmus,glabra,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.96483678129109 60.186234223711324)
Puurekisteri_piste.8292,8292,P-53003-1723,,TULLISAAREN KARTANO,Puisto,VUORIJALAVA,Ulmus,glabra,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.036114225609893 60.18058134848156)
Puurekisteri_piste.8294,8294,P-53004-314,,STANSVIKINKARTANO,Puisto,METSÄMÄNTY,Pinus,sylvestris,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (25.028122791378813 60.16489983328088)
Puurekisteri_piste.8297,8297,P-44017-4,,KATRI VALAN PUISTO,Puisto,RUOTSINPIHLAJA,Sorbus,intermedia,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.962767282721913 60.18725565440748)
Puurekisteri_piste.8298,8298,P-44017-5,,KATRI VALAN PUISTO,Puisto,RUOTSINPIHLAJA,Sorbus,intermedia,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.962793408901664 60.1872319306339)
Puurekisteri_piste.8300,8300,P-42003-83,,MYLLYRINNE,Puisto,METSÄVAAHTERA,Acer,platanoides,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.959356483987442 60.15969072503845)
Puurekisteri_piste.8301,8301,P-44017-124,,KATRI VALAN PUISTO,Puisto,VUORIJALAVA,Ulmus,glabra,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.963308016323328 60.18735440003059)
Puurekisteri_piste.8302,8302,P-44017-125,,KATRI VALAN PUISTO,Puisto,TARHAOMENAPUU,Malus,domestica,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.963300635369208 60.18690698507733)
Puurekisteri_piste.8303,8303,P-44017-126,,KATRI VALAN PUISTO,Puisto,OMENAPUU,Malus,sp.,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.963487653067304 60.186945478098515)
Puurekisteri_piste.8304,8304,P-44017-127,,KATRI VALAN PUISTO,Puisto,MUSTAMARJAORAPIHLAJA,Crataegus,douglasii,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.96361053934709 60.18697190476294)
Puurekisteri_piste.8305,8305,P-44017-128,,KATRI VALAN PUISTO,Puisto,MUSTAMARJAORAPIHLAJA,Crataegus,douglasii,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.963590155520563 60.186977329769896)
Puurekisteri_piste.8173,8173,K-7674,MANNERHEIMINTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.941544836583997 60.16792894512981)
Puurekisteri_piste.8175,8175,P-43067-129,,TERVASAARI,Puisto,RAUDUSKOIVU,Betula,pendula,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.96925777209729 60.17427545706085)
Puurekisteri_piste.8176,8176,P-43067-130,,TERVASAARI,Puisto,RAUDUSKOIVU,Betula,pendula,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.969341899467345 60.17425905246107)
Puurekisteri_piste.8181,8181,P-42002-15,,ULLANPUISTIKKO,Puisto,VUORIJALAVA,Ulmus,glabra,70 cm -,,Helsinki/MAKA,2026-02-27,POINT (24.95277868323563 60.16051340894933)
Puurekisteri_piste.8183,8183,P-44017-172,,KATRI VALAN PUISTO,Puisto,PUNASAARNI,Fraxinus,pennsylvanica,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.964620766576214 60.18560334384678)
Puurekisteri_piste.8184,8184,P-44017-173,,KATRI VALAN PUISTO,Puisto,VUORIJALAVA,Ulmus,glabra,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.964276808587087 60.185615899157554)
Puurekisteri_piste.8186,8186,K-7353,OTAVANTIE,,Katu,RAUDUSKOIVU,Betula,pendula,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.879363738249477 60.158270857083615)
Puurekisteri_piste.8187,8187,K-7354,OTAVANTIE,,Katu,RAUDUSKOIVU,Betula,pendula,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.879344910603674 60.15820721604477)
Puurekisteri_piste.8188,8188,K-7355,OTAVANTIE,,Katu,RAUDUSKOIVU,Betula,pendula,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.879308083976586 60.158137286655794)
Puurekisteri_piste.8238,8238,P-54037-584,,HERTTONIEMENKARTANO,Puisto,TERVALEPPÄ,Alnus,glutinosa,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.045406155715252 60.18974196486501)
Puurekisteri_piste.8821,8821,P-33016-402,,KAISANIEMENPUISTO,Puisto,LEHTOSAARNI,Fraxinus,excelsior,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94669279083848 60.17371482708601)
Puurekisteri_piste.8822,8822,P-33016-403,,KAISANIEMENPUISTO,Puisto,VUORIJALAVA,Ulmus,glabra,70 cm -,,Helsinki/MAKA,2026-02-27,POINT (24.946727628488144 60.17381381267481)
Puurekisteri_piste.8824,8824,P-33016-405,,KAISANIEMENPUISTO,Puisto,METSÄVAAHTERA,Acer,platanoides,70 cm -,,Helsinki/MAKA,2026-02-27,POINT (24.946340146900045 60.173808856028444)
Puurekisteri_piste.8825,8825,P-33016-406,,KAISANIEMENPUISTO,Puisto,VUORIJALAVA,Ulmus,glabra,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.946356825376892 60.1737601814007)
Puurekisteri_piste.8826,8826,P-32008-103,,URSININKALLIO,Puisto,ISOLEHTILEHMUS,Tilia,platyphyllos,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.940621622773758 60.1541254187154)
Puurekisteri_piste.8828,8828,P-33054-16,,HESPERIAN ESPLANADI,Puisto,HEVOSKASTANJA,Aesculus,hippocastanum,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.926671466932422 60.17725936736335)
Puurekisteri_piste.8829,8829,P-33054-17,,HESPERIAN ESPLANADI,Puisto,HEVOSKASTANJA,Aesculus,hippocastanum,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.926389726642174 60.17722629874264)
Puurekisteri_piste.8830,8830,P-33016-330,,KAISANIEMENPUISTO,Puisto,METSÄVAAHTERA,Acer,platanoides,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.949187499351233 60.174135031722976)
Puurekisteri_piste.8831,8831,K-7495,BULEVARDI,,Katu,METSÄVAAHTERA,Acer,platanoides,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.935278131252954 60.163784798604325)
Puurekisteri_piste.8833,8833,P-34019-132,,ALPPIPUISTO (ETELÄ),Puisto,VUORIJALAVA,Ulmus,glabra,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.940558787352234 60.186944090644765)
Puurekisteri_piste.8834,8834,P-34019-133,,ALPPIPUISTO (ETELÄ),Puisto,PAPERIKOIVU,Betula,papyrifera,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94068323810555 60.1869535506819)
Puurekisteri_piste.8836,8836,K-6692,FREDRIKINKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.93208236219414 60.16770913068241)
Puurekisteri_piste.8850,8850,K-373,VÄINÖ AUERIN KATU,,Katu,SUOMENPIHLAJA,Sorbus,hybrida,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.963908217279595 60.20682627821752)
Puurekisteri_piste.8853,8853,K-817,RATAMESTARINKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.939729046922622 60.19958738459995)
Puurekisteri_piste.8854,8854,K-7569,BULEVARDI,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.942160076982184 60.166189247254636)
Puurekisteri_piste.8855,8855,K-757,RATAPIHANTIE,,Katu,VUORIJALAVA,Ulmus,glabra,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.933038357621346 60.20273958266802)
Puurekisteri_piste.8856,8856,K-7570,BULEVARDI,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94227951890049 60.16622979627391)
Puurekisteri_piste.8857,8857,K-7571,BULEVARDI,,Katu,METSÄVAAHTERA,Acer,platanoides,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.942424718401227 60.16627186674643)
Puurekisteri_piste.8863,8863,K-4434,ALEKSIS KIVEN KATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.9450775211115 60.19253802776541)
Puurekisteri_piste.8865,8865,K-4436,ALEKSIS KIVEN KATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.944803972255457 60.192649999934815)
Puurekisteri_piste.8866,8866,K-4437,ALEKSIS KIVEN KATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.944520693252304 60.19276978180984)
Puurekisteri_piste.8867,8867,K-4438,KOTKANKATU,,Katu,RAUDUSKOIVU,Betula,pendula,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.943845923779666 60.19268490567859)
Puurekisteri_piste.8868,8868,K-6291,HIETANIEMENKATU,,Katu,RAUDUSKOIVU,Betula,pendula,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.919426511409057 60.170086985417754)
Puurekisteri_piste.8869,8869,K-5017,PORTHANINRINNE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94902041816481 60.1807873972371)
Puurekisteri_piste.8870,8870,K-5018,SILTASAARENKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.949130519008733 60.1807905149464)
Puurekisteri_piste.8871,8871,K-5019,SILTASAARENKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.949261881271767 60.18079201241663)
Puurekisteri_piste.8191,8191,P-32016-27,,ENSIPUISTIKKO,Puisto,JALOPÄHKINÄ,Juglans,sp.,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.941412542117778 60.15581554184866)
Puurekisteri_piste.8193,8193,K-9337,POHJOLANKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.946139804427002 60.214394888890546)
Puurekisteri_piste.8194,8194,K-9338,POHJOLANKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.946288300801083 60.21445319950157)
Puurekisteri_piste.8195,8195,K-9649,POHJOLANKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.95701012314036 60.21784935727894)
Puurekisteri_piste.8196,8196,K-9650,POHJOLANKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.956851688197673 60.21780703736739)
Puurekisteri_piste.8197,8197,K-9651,POHJOLANKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.956703168053057 60.21775798312821)
Puurekisteri_piste.8198,8198,K-9652,KÄPYLÄNTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.96134466060135 60.21913191995325)
Puurekisteri_piste.25389,25389,K-39444,KALLVIKINTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.13498756521855 60.20714157101698)
Puurekisteri_piste.8199,8199,K-9653,KÄPYLÄNTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.961305056046804 60.21919996460967)
Puurekisteri_piste.8202,8202,P-32031-136,,SINEBRYCHOFFIN PUISTO,Puisto,METSÄTAMMI,Quercus,robur,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.934765121151635 60.1610506734724)
Puurekisteri_piste.8204,8204,P-32031-138,,SINEBRYCHOFFIN PUISTO,Puisto,METSÄVAAHTERA,Acer,platanoides,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.93465935766344 60.16094256868625)
Puurekisteri_piste.8206,8206,P-32001-29,,VUORIMIEHENPUISTIKKO,Puisto,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.948526100359757 60.15896174873927)
Puurekisteri_piste.8207,8207,P-32016-24,,ENSIPUISTIKKO,Puisto,KARTIOJALAVA,Ulmus,glabra,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.941696885433025 60.15569705992584)
Puurekisteri_piste.8653,8653,P-33016-5,,KAISANIEMENPUISTO,Puisto,POPPELI/HAAPA,Populus,sp.,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94119556870212 60.17724736115919)
Puurekisteri_piste.8654,8654,P-33016-6,,KAISANIEMENPUISTO,Puisto,BERLIININPOPPELI,Populus,x berolinensis,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.941500489193597 60.17718701903084)
Puurekisteri_piste.8655,8655,P-33016-7,,KAISANIEMENPUISTO,Puisto,SIPERIANLEHTIKUUSI,Larix,sibirica,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.941366172772852 60.17708049232526)
Puurekisteri_piste.8657,8657,K-6323,HIETANIEMENKATU,,Katu,RAUDUSKOIVU,Betula,pendula,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.91553565491065 60.17127282786589)
Puurekisteri_piste.8658,8658,K-6324,HIETANIEMENKATU,,Katu,RAUDUSKOIVU,Betula,pendula,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.915429546207278 60.17130809681273)
Puurekisteri_piste.8659,8659,P-44017-207,,KATRI VALAN PUISTO,Puisto,VUORIJALAVA,Ulmus,glabra,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.96350048996272 60.18582864664806)
Puurekisteri_piste.8666,8666,K-806,RADANRAKENTAJANTIE,,Katu,VUORIJALAVA,Ulmus,glabra,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.940416504805007 60.20016556160552)
Puurekisteri_piste.8669,8669,P-53003-756,,TULLISAAREN KARTANO,Puisto,ISOLEHTILEHMUS,Tilia,platyphyllos,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.030426193056343 60.18071487047003)
Puurekisteri_piste.8670,8670,P-34019-41,,ALPPIPUISTO (ETELÄ),Puisto,OMENAPUU,Malus,sp.,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94225113005097 60.18689432007487)
Puurekisteri_piste.8671,8671,P-43001-278,,LAIVASTOPUISTO,Puisto,TERVALEPPÄ,Alnus,glutinosa,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.979388140617242 60.16734380266755)
Puurekisteri_piste.8672,8672,P-43001-279,,LAIVASTOPUISTO,Puisto,METSÄTAMMI,Quercus,robur,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.979363989796255 60.16729114969259)
Puurekisteri_piste.8674,8674,K-750,RATAPIHANTIE,,Katu,VUORIJALAVA,Ulmus,glabra,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.932957764179392 60.20323780820824)
Puurekisteri_piste.8675,8675,K-7500,BULEVARDI,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.935890752685822 60.164000945154484)
Puurekisteri_piste.8677,8677,K-7724,ISOKAARI,,Katu,OMENAPUU,Malus,sp.,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.860196704136637 60.160440837809816)
Puurekisteri_piste.8682,8682,P-43001-160,,LAIVASTOPUISTO,Puisto,SEMBRAMÄNTY,Pinus,cembra,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.976178043839443 60.16877506476098)
Puurekisteri_piste.8683,8683,P-43001-161,,LAIVASTOPUISTO,Puisto,SEMBRAMÄNTY,Pinus,cembra,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.97625999825376 60.1687750303687)
Puurekisteri_piste.8684,8684,P-43001-162,,LAIVASTOPUISTO,Puisto,SEMBRAMÄNTY,Pinus,cembra,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.976331088480055 60.16877352404244)
Puurekisteri_piste.8685,8685,P-43001-163,,LAIVASTOPUISTO,Puisto,SERBIANKUUSI,Picea,omorika,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.9765241771036 60.16874538670797)
Puurekisteri_piste.8691,8691,P-44017-291,,KATRI VALAN PUISTO,Puisto,VUORIJALAVA,Ulmus,glabra,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.965717941157763 60.18638124218991)
Puurekisteri_piste.8694,8694,P-33102-23,,LAPINLAHDEN PUISTIKKO,Puisto,OMENAPUU,Malus,sp.,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.9317578313381 60.16619073939525)
Puurekisteri_piste.8695,8695,P-33102-24,,LAPINLAHDEN PUISTIKKO,Puisto,OMENAPUU,Malus,sp.,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.931558030428878 60.16623603484837)
Puurekisteri_piste.8696,8696,P-44017-138,,KATRI VALAN PUISTO,Puisto,RUOTSINPIHLAJA,Sorbus,intermedia,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.964009570771267 60.18678971868443)
Puurekisteri_piste.8697,8697,P-44017-139,,KATRI VALAN PUISTO,Puisto,VUORIJALAVA,Ulmus,glabra,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.96409928561656 60.18678291651821)
Puurekisteri_piste.8698,8698,P-33016-38,,KAISANIEMENPUISTO,Puisto,HIESKOIVU,Betula,pubescens,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.942130421852852 60.175616298964385)
Puurekisteri_piste.8700,8700,P-33016-40,,KAISANIEMENPUISTO,Puisto,METSÄVAAHTERA,Acer,platanoides,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.942138595544115 60.17544235230286)
Puurekisteri_piste.8701,8701,P-33016-41,,KAISANIEMENPUISTO,Puisto,LEHTIKUUSI,Larix,sp.,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94218486483449 60.175238500844294)
Puurekisteri_piste.8793,8793,P-34019-145,,ALPPIPUISTO (ETELÄ),Puisto,KUJASALAVA,Salix,x rubens,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.939895012473073 60.18653483590232)
Puurekisteri_piste.8794,8794,P-34019-146,,ALPPIPUISTO (ETELÄ),Puisto,KUJASALAVA,Salix,x rubens,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.939839285193774 60.18658729209969)
Puurekisteri_piste.8795,8795,P-34019-147,,ALPPIPUISTO (ETELÄ),Puisto,RAUDUSKOIVU,Betula,pendula,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.940127799836613 60.186528698623995)
Puurekisteri_piste.8799,8799,P-53003-1170,,TULLISAAREN KARTANO,Puisto,METSÄMÄNTY,Pinus,sylvestris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.033876323931217 60.18079661217186)
Puurekisteri_piste.8800,8800,P-53003-1171,,TULLISAAREN KARTANO,Puisto,METSÄMÄNTY,Pinus,sylvestris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.03383052698653 60.180809487811544)
Puurekisteri_piste.8802,8802,K-673,RATAMESTARINKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.93912179488648 60.20084374182401)
Puurekisteri_piste.8808,8808,P-53003-1008,,TULLISAAREN KARTANO,Puisto,METSÄMÄNTY,Pinus,sylvestris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.031145907607897 60.181082000485745)
Puurekisteri_piste.8809,8809,P-53003-1009,,TULLISAAREN KARTANO,Puisto,METSÄMÄNTY,Pinus,sylvestris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.031089351095066 60.18110922761251)
Puurekisteri_piste.8810,8810,P-53003-1010,,TULLISAAREN KARTANO,Puisto,METSÄMÄNTY,Pinus,sylvestris,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (25.031271718377724 60.18109654326199)
Puurekisteri_piste.8812,8812,P-43067-221,,TERVASAARI,Puisto,RAUDUSKOIVU,Betula,pendula,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.97007203638495 60.173553025954156)
Puurekisteri_piste.8813,8813,P-43067-222,,TERVASAARI,Puisto,KOTIPIHLAJA,Sorbus,aucuparia,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.970115953868348 60.17374667019479)
Puurekisteri_piste.8814,8814,P-43067-223,,TERVASAARI,Puisto,KOTIPIHLAJA,Sorbus,aucuparia,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.970087504498423 60.17376748653349)
Puurekisteri_piste.8815,8815,K-9742,OULUNKYLÄNTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.965726915500415 60.22312305862546)
Puurekisteri_piste.8816,8816,K-9743,OULUNKYLÄNTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.965815787004203 60.22319725379906)
Puurekisteri_piste.8817,8817,K-9744,OULUNKYLÄNTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.965904846527213 60.22327665448458)
Puurekisteri_piste.8819,8819,P-53003-1914,,TULLISAAREN KARTANO,Puisto,METSÄMÄNTY,Pinus,sylvestris,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (25.023836268471683 60.17734913968991)
Puurekisteri_piste.8820,8820,P-53003-1915,,TULLISAAREN KARTANO,Puisto,METSÄKUUSI,Picea,abies,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.02382068868821 60.17732097825917)
Puurekisteri_piste.8306,8306,P-44017-129,,KATRI VALAN PUISTO,Puisto,MUSTAMARJAORAPIHLAJA,Crataegus,douglasii,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.963579315977427 60.187005778727276)
Puurekisteri_piste.8307,8307,P-44017-130,,KATRI VALAN PUISTO,Puisto,MUSTAMARJAORAPIHLAJA,Crataegus,douglasii,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.963613314763926 60.18701457248026)
Puurekisteri_piste.8309,8309,K-5715,KAISANIEMENRANTA,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,70 cm -,,Helsinki/MAKA,2026-02-27,POINT (24.945116369083355 60.17617841757193)
Puurekisteri_piste.8310,8310,K-5716,KAISANIEMENRANTA,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,70 cm -,,Helsinki/MAKA,2026-02-27,POINT (24.94497597272385 60.17619748843375)
Puurekisteri_piste.8313,8313,K-572,MÄKELÄNKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94528987994605 60.20384559920694)
Puurekisteri_piste.8314,8314,K-5720,KAISANIEMENRANTA,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94443571896514 60.17625666254455)
Puurekisteri_piste.8315,8315,K-5721,KAISANIEMENRANTA,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.944297006024673 60.17628002325518)
Puurekisteri_piste.8317,8317,P-43067-181,,TERVASAARI,Puisto,TERVALEPPÄ,Alnus,glutinosa,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.969572801491697 60.17396818022757)
Puurekisteri_piste.8318,8318,P-43067-182,,TERVASAARI,Puisto,TERVALEPPÄ,Alnus,glutinosa,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.96947055701958 60.17395206416306)
Puurekisteri_piste.8321,8321,P-34019-31,,ALPPIPUISTO (ETELÄ),Puisto,RAUDUSKOIVU,Betula,pendula,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.942707692881115 60.18706545501277)
Puurekisteri_piste.8323,8323,K-770,RATAPIHANTIE,,Katu,VUORIJALAVA,Ulmus,glabra,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.933785508953136 60.2007686275947)
Puurekisteri_piste.8324,8324,K-7700,ISOKAARI,,Katu,OMENAPUU,Malus,sp.,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.85967876203826 60.16172057398844)
Puurekisteri_piste.8375,8375,P-43067-189,,TERVASAARI,Puisto,VUORIJALAVA,Ulmus,glabra,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.96944398453634 60.173692741748596)
Puurekisteri_piste.8376,8376,P-43067-190,,TERVASAARI,Puisto,VUORIJALAVA,Ulmus,glabra,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.969495059259778 60.173669113322454)
Puurekisteri_piste.8377,8377,P-43067-191,,TERVASAARI,Puisto,RAUDUSKOIVU,Betula,pendula,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.96959075344509 60.17347659849762)
Puurekisteri_piste.8378,8378,P-43067-192,,TERVASAARI,Puisto,RAUDUSKOIVU,Betula,pendula,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.969583275296085 60.17347660126074)
Puurekisteri_piste.8379,8379,P-43067-193,,TERVASAARI,Puisto,RAUDUSKOIVU,Betula,pendula,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.969589501241956 60.1734728715024)
Puurekisteri_piste.8380,8380,P-43067-194,,TERVASAARI,Puisto,RAUDUSKOIVU,Betula,pendula,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.969582024936006 60.17347411645696)
Puurekisteri_piste.8381,8381,P-43067-195,,TERVASAARI,Puisto,POPPELI/HAAPA,Populus,sp.,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.969510911565237 60.173434380215845)
Puurekisteri_piste.8382,8382,P-44017-167,,KATRI VALAN PUISTO,Puisto,ISOPOPPELI,Populus,x generosa,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.965257738513383 60.18629720327834)
